"","code","idnum","pair","candidate","at.run","at.asso","at.press","at.presaut","at.vote","selected","woman","socideo","partyid","reg","trustfed","income.n","educ.n","polknow","vote.selling"
"5110","511-5-2",511,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,4,3,1,2,7,4,1.00221260235159,0
"5111","512-1-1",512,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,5,2,1,1,14,6,0.733423366987317,0
"5112","512-1-2",512,1,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,5,2,1,1,14,6,0.733423366987317,0
"5113","512-2-1",512,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,5,2,1,1,14,6,0.733423366987317,0
"5114","512-2-2",512,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,1,14,6,0.733423366987317,0
"5115","512-3-1",512,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,1,14,6,0.733423366987317,0
"5116","512-3-2",512,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,1,14,6,0.733423366987317,0
"5117","512-4-1",512,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,1,14,6,0.733423366987317,0
"5118","512-4-2",512,4,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,1,14,6,0.733423366987317,0
"5119","512-5-1",512,5,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,5,2,1,1,14,6,0.733423366987317,0
"5120","512-5-2",512,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,1,14,6,0.733423366987317,0
"5121","513-1-1",513,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,2,7,3,0.635868403713762,0
"5122","513-1-2",513,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,5,2,1,2,7,3,0.635868403713762,0
"5123","513-2-1",513,2,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,2,7,3,0.635868403713762,0
"5124","513-2-2",513,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,2,7,3,0.635868403713762,0
"5125","513-3-1",513,3,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,2,7,3,0.635868403713762,0
"5126","513-3-2",513,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,2,7,3,0.635868403713762,0
"5127","513-4-1",513,4,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,2,7,3,0.635868403713762,0
"5128","513-4-2",513,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,5,2,1,2,7,3,0.635868403713762,0
"5129","513-5-1",513,5,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,2,7,3,0.635868403713762,0
"5130","513-5-2",513,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,5,2,1,2,7,3,0.635868403713762,0
"5131","514-1-1",514,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,2,11,6,0.659384476988241,0
"5132","514-1-2",514,1,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,2,11,6,0.659384476988241,0
"5133","514-2-1",514,2,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,2,11,6,0.659384476988241,0
"5134","514-2-2",514,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,2,11,6,0.659384476988241,0
"5135","514-3-1",514,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,2,11,6,0.659384476988241,0
"5136","514-3-2",514,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,2,11,6,0.659384476988241,0
"5137","514-4-1",514,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,2,11,6,0.659384476988241,0
"5138","514-4-2",514,4,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,2,11,6,0.659384476988241,0
"5139","514-5-1",514,5,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,2,11,6,0.659384476988241,0
"5140","514-5-2",514,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,2,11,6,0.659384476988241,0
"5141","515-1-1",515,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,2,1,2,1,4,0.568115320918957,0
"5142","515-1-2",515,1,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,2,1,2,1,4,0.568115320918957,0
"5143","515-2-1",515,2,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,2,1,2,1,4,0.568115320918957,0
"5144","515-2-2",515,2,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,2,1,2,1,4,0.568115320918957,0
"5145","515-3-1",515,3,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,4,2,1,2,1,4,0.568115320918957,0
"5146","515-3-2",515,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,2,1,2,1,4,0.568115320918957,0
"5147","515-4-1",515,4,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,4,2,1,2,1,4,0.568115320918957,0
"5148","515-4-2",515,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,4,2,1,2,1,4,0.568115320918957,0
"5149","515-5-1",515,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,4,2,1,2,1,4,0.568115320918957,0
"5150","515-5-2",515,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,2,1,2,1,4,0.568115320918957,0
"5151","516-1-1",516,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,1,1,2,5,2,0.436468127278137,0
"5152","516-1-2",516,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,1,1,2,5,2,0.436468127278137,0
"5153","516-2-1",516,2,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,1,1,2,5,2,0.436468127278137,0
"5154","516-2-2",516,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,1,1,2,5,2,0.436468127278137,0
"5155","516-3-1",516,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,4,1,1,2,5,2,0.436468127278137,0
"5156","516-3-2",516,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,1,1,2,5,2,0.436468127278137,0
"5157","516-4-1",516,4,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,1,1,2,5,2,0.436468127278137,0
"5158","516-4-2",516,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,1,1,2,5,2,0.436468127278137,0
"5159","516-5-1",516,5,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,1,1,2,5,2,0.436468127278137,0
"5160","516-5-2",516,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,1,1,2,5,2,0.436468127278137,0
"5161","517-1-1",517,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,1,11,6,0.918072750238158,0
"5162","517-1-2",517,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,1,11,6,0.918072750238158,0
"5163","517-2-1",517,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,1,11,6,0.918072750238158,0
"5164","517-2-2",517,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,1,11,6,0.918072750238158,0
"5165","517-3-1",517,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,1,11,6,0.918072750238158,0
"5166","517-3-2",517,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,1,11,6,0.918072750238158,0
"5167","517-4-1",517,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,1,11,6,0.918072750238158,0
"5168","517-4-2",517,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,1,11,6,0.918072750238158,0
"5169","517-5-1",517,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,1,11,6,0.918072750238158,0
"5170","517-5-2",517,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,1,11,6,0.918072750238158,0
"5171","518-1-1",518,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,4,2,3,4,2,0.32750473404659,0
"5172","518-1-2",518,1,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,4,2,3,4,2,0.32750473404659,0
"5173","518-2-1",518,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,4,2,3,4,2,0.32750473404659,0
"5174","518-2-2",518,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,3,4,2,3,4,2,0.32750473404659,0
"5175","518-3-1",518,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,4,2,3,4,2,0.32750473404659,0
"5176","518-3-2",518,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,4,2,3,4,2,0.32750473404659,0
"5177","518-4-1",518,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,3,4,2,3,4,2,0.32750473404659,0
"5178","518-4-2",518,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,4,2,3,4,2,0.32750473404659,0
"5179","518-5-1",518,5,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,4,2,3,4,2,0.32750473404659,0
"5180","518-5-2",518,5,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,3,4,2,3,4,2,0.32750473404659,0
"5181","519-1-1",519,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,2,1,1,4,6,6,0.683311373717433,0
"5182","519-1-2",519,1,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,2,1,1,4,6,6,0.683311373717433,0
"5183","519-2-1",519,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,2,1,1,4,6,6,0.683311373717433,0
"5184","519-2-2",519,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,2,1,1,4,6,6,0.683311373717433,0
"5185","519-3-1",519,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,2,1,1,4,6,6,0.683311373717433,0
"5186","519-3-2",519,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,2,1,1,4,6,6,0.683311373717433,0
"5187","519-4-1",519,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,2,1,1,4,6,6,0.683311373717433,0
"5188","519-4-2",519,4,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,2,1,1,4,6,6,0.683311373717433,0
"5189","519-5-1",519,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,2,1,1,4,6,6,0.683311373717433,0
"5190","519-5-2",519,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,2,1,1,4,6,6,0.683311373717433,0
"5191","520-1-1",520,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,2,1,1,10,5,0.361889165603358,0
"5192","520-1-2",520,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,4,2,1,1,10,5,0.361889165603358,0
"5193","520-2-1",520,2,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,2,1,1,10,5,0.361889165603358,0
"5194","520-2-2",520,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,4,2,1,1,10,5,0.361889165603358,0
"5195","520-3-1",520,3,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,4,2,1,1,10,5,0.361889165603358,0
"5196","520-3-2",520,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,4,2,1,1,10,5,0.361889165603358,0
"5197","520-4-1",520,4,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,2,1,1,10,5,0.361889165603358,0
"5198","520-4-2",520,4,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,4,2,1,1,10,5,0.361889165603358,0
"5199","520-5-1",520,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,2,1,1,10,5,0.361889165603358,0
"5200","520-5-2",520,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,2,1,1,10,5,0.361889165603358,0
"5201","521-1-1",521,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,1,1,1,2,6,0.953097208328084,0
"5202","521-1-2",521,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,1,1,1,2,6,0.953097208328084,0
"5203","521-2-1",521,2,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,1,1,1,2,6,0.953097208328084,0
"5204","521-2-2",521,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,1,1,1,2,6,0.953097208328084,0
"5205","521-3-1",521,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,3,1,1,1,2,6,0.953097208328084,0
"5206","521-3-2",521,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,1,1,1,2,6,0.953097208328084,0
"5207","521-4-1",521,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,3,1,1,1,2,6,0.953097208328084,0
"5208","521-4-2",521,4,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,1,1,1,2,6,0.953097208328084,0
"5209","521-5-1",521,5,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,1,1,1,2,6,0.953097208328084,0
"5210","521-5-2",521,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,3,1,1,1,2,6,0.953097208328084,0
"5211","522-1-1",522,1,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,4,4,1,1,4,4,0.55506980105735,0
"5212","522-1-2",522,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,4,4,1,1,4,4,0.55506980105735,0
"5213","522-2-1",522,2,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,4,1,1,4,4,0.55506980105735,0
"5214","522-2-2",522,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,4,4,1,1,4,4,0.55506980105735,0
"5215","522-3-1",522,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,4,1,1,4,4,0.55506980105735,0
"5216","522-3-2",522,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,4,4,1,1,4,4,0.55506980105735,0
"5217","522-4-1",522,4,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,4,1,1,4,4,0.55506980105735,0
"5218","522-4-2",522,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,4,1,1,4,4,0.55506980105735,0
"5219","522-5-1",522,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,4,1,1,4,4,0.55506980105735,0
"5220","522-5-2",522,5,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,4,4,1,1,4,4,0.55506980105735,0
"5221","523-1-1",523,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,1,1,2,6,4,0.915858057434752,0
"5222","523-1-2",523,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,1,1,2,6,4,0.915858057434752,0
"5223","523-2-1",523,2,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,1,1,2,6,4,0.915858057434752,0
"5224","523-2-2",523,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,1,1,2,6,4,0.915858057434752,0
"5225","523-3-1",523,3,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,3,1,1,2,6,4,0.915858057434752,0
